scope,metric,value,severity,description
chemical_system=Fe-Sc-Si,min,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,p01,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,p05,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,p10,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,p25,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,median,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,p75,0.0396710858333344,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,p90,0.13426193536363837,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,p95,0.18011634293939566,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,p99,0.21661556792121234,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,max,0.2257403741666666,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,mean,0.04142023177929445,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,variance,0.0045730567052956516,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,standard_deviation,0.0676243795187479,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,skewness,1.989331340571858,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,scope,chemical_system=Fe-Li-Na-O-Si,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,count,12,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,null_or_nonfinite_count,0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,zero_count,0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,zero_rate,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,near_zero_count,0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,near_zero_rate,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,positive_count,12,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,outlier_count,0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,robust_outlier_rule,value > p75 + 3*IQR,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,min,0.002028141383338,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,p01,0.002241669677254718,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,p05,0.00309578285292159,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,p10,0.0041242404211168,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,p25,0.0065848642309080255,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,median,0.01007117331770185,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,p75,0.01068840583436525,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,p90,0.011333780896240729,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,p95,0.0115064631499907,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,p99,0.0116315235799907,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,max,0.0116627886874907,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,mean,0.008492189888942916,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,variance,9.273555320860103e-06,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,standard_deviation,0.0030452512738459044,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Li-Na-O-Si,skewness,-1.0056396419669729,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,scope,reduced_formula_singleton,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,count,438,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,null_or_nonfinite_count,0,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,zero_count,123,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,zero_rate,0.2808219178082192,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,near_zero_count,123,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,near_zero_rate,0.2808219178082192,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,positive_count,315,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,outlier_count,8,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,robust_outlier_rule,value > p75 + 3*IQR,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,min,0.0,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,p01,0.0,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,p05,0.0,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,p10,0.0,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,p25,0.0,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,median,0.024295254988791752,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,p75,0.08075245835324722,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,p90,0.17706737245192383,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,p95,0.2337856959714313,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,p99,0.5984357152565126,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,max,3.1207136875000003,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,mean,0.06784294552824043,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,variance,0.030849862979271662,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,standard_deviation,0.17564129064451692,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_singleton,skewness,12.594394513557182,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,scope,reduced_formula_multi_row,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,count,400,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,null_or_nonfinite_count,0,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,zero_count,18,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,zero_rate,0.045,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,near_zero_count,18,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,near_zero_rate,0.045,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,positive_count,382,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,outlier_count,28,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,robust_outlier_rule,value > p75 + 3*IQR,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,min,0.0,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,p01,0.0,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,p05,0.0006823886793398811,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,p10,0.009066591712499112,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,p25,0.03357530235714537,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,median,0.06475758613095456,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,p75,0.10230452009349,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,p90,0.25067496393452443,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,p95,0.4141453537638865,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,p99,2.5083492178878513,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,max,5.538618802559524,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,mean,0.16632740457788311,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,variance,0.29293066643787,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,standard_deviation,0.5412306961341624,info,Target suitability diagnostic; no target transformation is applied.
reduced_formula_multi_row,skewness,7.819493036254801,info,Target suitability diagnostic; no target transformation is applied.
overall_assessment,direct_regression_suitability,conditional,warning,Direct regression is possible only as a computed-property validation task.
overall_assessment,zero_heavy_concern,moderate,info,Zero mass is recorded; no transformation or classification label is created in v1.3.3.
overall_assessment,target_transformation_needed,review_later,warning,Transformation policy is deferred to modeling design; no transformed target is generated.
overall_assessment,two_stage_modeling_review,review_later,warning,Two-stage modeling may be reviewed later because exact-zero and positive values coexist.
overall_assessment,screening_metric_review,review_later,warning,Ranking/screening metrics are not selected in v1.3.3.
