feature_name,source_column_index,dtype,non_missing_count,missing_count,missing_rate,unique_count,finite_count,mean,std,median,q01,q25,q75,q99,minimum,maximum,constant_status,all_missing_status,near_constant_status,infinite_status,readiness_category,exclusion_reason
process_feature_117,117,float64,1567,0,0.0,1527,1567,58.62590791320995,6.48517445373113,58.5491,55.266312,57.9783,59.1339,60.899111999999995,52.8068,311.7344,not_constant,not_all_missing,not_near_constant,no_infinite,complete,
process_feature_118,118,float64,1543,24,0.015315890236119975,328,1543,0.5984116655865198,0.00810151744842984,0.599,0.579384,0.5941,0.6034,0.6141,0.5274,0.6245,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_119,119,float64,1567,0,0.0,249,1567,0.9707770899808551,0.00894856194452718,0.9694,0.958264,0.9648,0.9783,0.981434,0.8411,0.9827,not_constant,not_all_missing,not_near_constant,no_infinite,complete,
process_feature_120,120,float64,1567,0,0.0,1269,1567,6.310863050414805,0.12430439087350695,6.3136,5.98223,6.2464,6.37585,6.596494,5.1259,7.522,not_constant,not_all_missing,not_near_constant,no_infinite,complete,
process_feature_121,121,float64,1558,9,0.00574345883854499,54,1558,15.796424903722723,0.0996177237680075,15.79,15.53,15.73,15.86,16.03,15.46,16.07,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_122,122,float64,1558,9,0.00574345883854499,309,1558,3.898389602053916,0.9041204721731875,3.877,2.322,3.202,4.392,6.355,1.671,6.889,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_123,123,float64,1558,9,0.00574345883854499,50,1558,15.829659820282414,0.10831493753624595,15.83,15.56,15.7625,15.9,16.09,15.17,16.1,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_124,124,float64,1558,9,0.00574345883854499,59,1558,15.794704749679074,0.11414369186392438,15.78,15.5314,15.7225,15.87,16.07,15.43,16.1,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_125,125,float64,1558,9,0.00574345883854499,155,1558,1.1849557124518615,0.2805546877108019,1.144,0.7048,0.9744,1.338,2.022,0.3122,2.465,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_126,126,float64,1558,9,0.00574345883854499,273,1558,2.7507284980744546,0.2534708152385679,2.735,2.381,2.572,2.873,3.856,2.34,3.991,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_127,127,float64,1558,9,0.00574345883854499,324,1558,0.6484775994865212,0.1354088654417417,0.6539,0.3924,0.5489,0.7135,0.9902,0.3161,1.175,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_128,128,float64,1558,9,0.00574345883854499,268,1558,3.1921822849807446,0.26417454262867024,3.195,2.783,3.074,3.311,3.852,0.0,3.895,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_129,129,float64,1558,9,0.00574345883854499,93,1558,-0.5542283055198973,1.2204787495960854,-0.1419,-3.732,-0.8988,0.0473,1.655,-3.779,2.458,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_130,130,float64,1558,9,0.00574345883854499,310,1558,0.7449764441591785,0.08253126367202694,0.75875,0.5438,0.6887,0.8145,0.8764,0.4199,0.8884,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_131,131,float64,1558,9,0.00574345883854499,68,1558,0.9978083440308086,0.002250576394821345,0.99775,0.9942,0.9964,0.9989,1.00243,0.9936,1.019,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_132,132,float64,1559,8,0.005105296745373325,306,1559,2.3185446440025657,0.05318080353310863,2.3124,2.199558,2.2773,2.3583,2.4253,2.1911,2.4723,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_133,133,float64,1559,8,0.005105296745373325,336,1559,1004.0430934573446,6.537701154618075,1004.05,986.7484,999.9961,1008.6706,1018.1556,980.451,1020.9944,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_134,134,float64,1559,8,0.005105296745373325,335,1559,39.39197851186658,2.99047608324939,38.9026,34.2455,37.34725,40.8046,46.0348,33.3658,64.1287,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_135,135,float64,1562,5,0.003190810465858328,134,1562,117.96094750320103,57.54462723964513,109.0,63.0,92.0,127.0,374.50999999999885,58.0,994.0,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_136,136,float64,1561,6,0.0038289725590299937,1089,1561,138.1947469570788,53.909791680681884,134.6,49.5,90.0,181.0,262.72,36.1,295.8,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_137,137,float64,1560,7,0.004467134652201659,1059,1560,122.69294871794872,52.2530147577518,117.7,29.418,81.3,161.6,245.35100000000008,19.2,334.7,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_138,138,float64,1553,14,0.008934269304403318,348,1553,57.60302459755312,12.345358058102567,55.9001,23.144,50.9001,62.9001,96.2998,19.8,141.7998,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_139,139,float64,1553,14,0.008934269304403318,518,1553,416.76696374758535,263.30061396866864,339.561,122.04072,243.786,502.2059,1455.2578680000015,0.0,1770.6909,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_140,140,float64,1553,14,0.008934269304403318,498,1553,26.077903927881515,506.92210649829843,0.2358,0.05572,0.1317,0.4391,1.489472000000003,0.0319,9998.8944,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_141,141,float64,1553,14,0.008934269304403318,1,1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_142,142,float64,1553,14,0.008934269304403318,374,1553,6.641564713457824,3.5522542299963913,6.26,2.1512,5.11,7.5,13.21,1.74,103.39,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_143,143,float64,1558,9,0.00574345883854499,63,1558,0.004169448010269577,0.00128180932587709,0.0039,0.0016,0.0033,0.0049,0.0074,0.0,0.0121,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_144,144,float64,1565,2,0.0012763241863433313,961,1565,0.12000811501597444,0.061342785491063416,0.1075,0.047327999999999995,0.0839,0.1327,0.3746039999999996,0.0324,0.6253,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_145,145,float64,1565,2,0.0012763241863433313,656,1565,0.06362140575079872,0.026540583373346135,0.0586,0.029264,0.048,0.0718,0.196372,0.0214,0.2507,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_146,146,float64,1565,2,0.0012763241863433313,579,1565,0.05501003194888179,0.021844487744507778,0.05,0.0286,0.0423,0.0615,0.15374399999999921,0.0227,0.2479,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_147,147,float64,1565,2,0.0012763241863433313,294,1565,0.017410990415335465,0.027122909963026458,0.0159,0.0054,0.01,0.0213,0.034571999999999985,0.0043,0.9783,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_148,148,float64,1565,2,0.0012763241863433313,1551,1565,8.471307923322684,18.740631069364888,7.9173,2.831052,6.3599,9.5853,13.788315999999998,1.4208,742.9421,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_149,149,float64,1564,3,0.0019144862795149968,1,1564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_150,150,float64,1564,3,0.0019144862795149968,1443,1564,6.8142679028133,3.241842630695339,5.9510000000000005,2.16843,4.45925,8.275,17.47000999999998,1.337,22.318,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_151,151,float64,1564,3,0.0019144862795149968,1498,1564,14.047402813299232,31.002541178451466,10.993500000000001,3.82777,8.08975,14.347249999999999,61.202199999997724,2.02,536.564,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_152,152,float64,1564,3,0.0019144862795149968,1394,1564,1.1967331841432223,23.364062814247543,0.4687,0.196278,0.37375,0.679925,3.4019029999999995,0.1544,924.378,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_153,153,float64,1564,3,0.0019144862795149968,219,1564,0.011926470588235295,0.009345677016570107,0.0111,0.0042,0.007275,0.0149,0.026636999999999987,0.0036,0.2389,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_154,154,float64,1564,3,0.0019144862795149968,1551,1564,7.697970907928389,5.239218953897178,7.5127,2.608712,5.92695,9.054675,13.454594999999994,1.2438,191.5478,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_155,155,float64,1557,10,0.006381620931716656,65,1557,0.5071714836223506,1.1224267752591635,0.32,0.17,0.24,0.45,7.732,0.14,12.71,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_156,156,float64,1567,0,0.0,722,1567,0.058088576898532224,0.0791744877182338,0.0487,0.016932,0.036250000000000004,0.0667,0.15100799999999992,0.0111,2.2016,not_constant,not_all_missing,not_near_constant,no_infinite,complete,
process_feature_157,157,float64,138,1429,0.9119336311423102,128,138,0.047104347826086954,0.03953765066837538,0.03545,0.016236999999999998,0.027049999999999998,0.048875,0.21753199999999964,0.0118,0.2876,not_constant,not_all_missing,not_near_constant,no_infinite,very_high_missing,very_high_missing
process_feature_158,158,float64,138,1429,0.9119336311423102,138,138,1039.6507376811596,406.84881031719414,1020.30005,338.48478500000004,721.67505,1277.750125,2194.0238739999995,234.0996,2505.2998,not_constant,not_all_missing,not_near_constant,no_infinite,very_high_missing,very_high_missing
process_feature_159,159,float64,1565,2,0.0012763241863433313,954,1565,882.6805111821086,983.0430214415103,623.0,128.2,411.0,966.0,5842.599999999989,0.0,7791.0,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_160,160,float64,1565,2,0.0012763241863433313,744,1565,555.3463258785943,574.8085883403089,438.0,59.0,295.0,625.0,3486.0399999999963,0.0,4170.0,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_161,161,float64,1565,2,0.0012763241863433313,1411,1565,4066.850479233227,4239.24505784859,2614.0,182.64,1321.0,5034.0,19638.239999999983,0.0,37943.0,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_162,162,float64,1565,2,0.0012763241863433313,1325,1565,4797.15463258786,6553.569317232143,1784.0,35.2,451.0,6384.0,27330.279999999984,0.0,36871.0,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_163,163,float64,1565,2,0.0012763241863433313,260,1565,0.14020447284345047,0.12198898992468678,0.12,0.03264,0.091,0.154,0.9137199999999999,0.0,0.957,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_164,164,float64,1565,2,0.0012763241863433313,219,1565,0.12794249201277955,0.24253363310452541,0.089,0.02364,0.068,0.116,1.7937199999999998,0.0,1.817,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_165,165,float64,1565,2,0.0012763241863433313,404,1565,0.2520255591054313,0.4073293242260462,0.184,0.04064,0.132,0.255,3.0413599999999996,0.0,3.286,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_166,166,float64,1565,2,0.0012763241863433313,62,1565,2.7888817891373803,1.119755905743267,2.6,1.2,2.1,3.2,5.7,0.8,21.1,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_167,167,float64,1565,2,0.0012763241863433313,31,1565,1.2357827476038339,0.6327669145242083,1.2,0.5,0.9,1.5,2.5,0.3,16.3,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_168,168,float64,1565,2,0.0012763241863433313,207,1565,0.12439680511182108,0.04763862920302921,0.119,0.049,0.09,0.151,0.2510799999999997,0.033,0.725,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_169,169,float64,1565,2,0.0012763241863433313,652,1565,0.40045367412140576,0.19791761488934503,0.412,0.07,0.23,0.536,0.8831599999999994,0.046,1.143,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_170,170,float64,1566,1,0.0006381620931716656,331,1566,0.6843303320561941,0.15746797134498902,0.686,0.3415,0.5756,0.7973,1.026,0.2979,1.153,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_171,171,float64,1566,1,0.0006381620931716656,306,1566,0.12006411238825032,0.06078486855133188,0.1125,0.033605,0.0798,0.1403,0.3139,0.0089,0.494,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_172,172,float64,1566,1,0.0006381620931716656,307,1566,0.3201125159642401,0.07124300579846014,0.32384999999999997,0.1557,0.2766,0.3702,0.4790799999999981,0.1287,0.5484,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_173,173,float64,1566,1,0.0006381620931716656,319,1566,0.5761919540229885,0.09573396704620046,0.5776,0.34934,0.5168,0.6345,0.8189,0.2538,0.8643,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_174,174,float64,1566,1,0.0006381620931716656,308,1566,0.3201127713920817,0.07124688599023044,0.32384999999999997,0.1557,0.2765,0.3702,0.4790799999999981,0.1287,0.5484,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_175,175,float64,1566,1,0.0006381620931716656,327,1566,0.7780436143039591,0.11632213822392524,0.7682,0.5514,0.6922,0.8439,1.0906249999999995,0.4616,1.172,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_176,176,float64,1566,1,0.0006381620931716656,319,1566,0.2447177522349936,0.07491779147962079,0.2429,0.083,0.19625,0.293925,0.4319,0.0735,0.4411,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_177,177,float64,1566,1,0.0006381620931716656,250,1566,0.39475989782886334,0.2829029611812174,0.299,0.103,0.222,0.423,1.123,0.047,1.858,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_178,178,float64,1543,24,0.015315890236119975,1,1543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_179,179,float64,1566,1,0.0006381620931716656,1,1566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_180,180,float64,1566,1,0.0006381620931716656,890,1566,19.013256704980844,3.3116324160902977,18.69,12.0355,16.85,20.9725,26.833499999999997,9.4,48.67,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_181,181,float64,1566,1,0.0006381620931716656,687,1566,0.5467701149425287,0.22440175239982996,0.524,0.17265,0.378,0.68875,1.1025999999999985,0.093,3.573,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_182,182,float64,1566,1,0.0006381620931716656,905,1566,10.780542784163474,4.164050577644839,10.17,4.423,7.7325,13.3375,21.462999999999983,3.17,55.0,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_183,183,float64,1566,1,0.0006381620931716656,1508,1566,26.66117037037037,6.836100919669127,27.200499999999998,14.064449999999999,21.171499999999998,31.687,39.84114999999998,5.014,72.947,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_184,184,float64,1566,1,0.0006381620931716656,1054,1566,0.1448154533844189,0.11019771063307962,0.1326,0.04934,0.1022,0.16915,0.33932999999999985,0.0297,3.2283,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_185,185,float64,1566,1,0.0006381620931716656,739,1566,7.3657407407407405,7.188720312996779,6.735,3.0295,5.39,8.45,15.238499999999972,1.94,267.91,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_186,186,float64,1566,1,0.0006381620931716656,1,1566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_187,187,float64,1566,1,0.0006381620931716656,1015,1566,17.936289846743293,8.609911713011101,17.865000000000002,8.088000000000001,14.504999999999999,20.86,27.564934999999974,6.22,307.93,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_188,188,float64,1566,1,0.0006381620931716656,1550,1566,43.21141826309067,21.71187601683998,40.209500000000006,11.54415,24.711,57.67475,99.58529999999996,6.613,191.83,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_189,189,float64,1566,1,0.0006381620931716656,1,1566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_190,190,float64,1563,4,0.0025526483726866626,1,1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_191,191,float64,1563,4,0.0025526483726866626,1,1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_192,192,float64,1563,4,0.0025526483726866626,1,1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_193,193,float64,1563,4,0.0025526483726866626,1,1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_194,194,float64,1563,4,0.0025526483726866626,1,1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_195,195,float64,1563,4,0.0025526483726866626,206,1563,0.287084452975048,0.39518696433610084,0.259,0.08,0.218,0.296,1.02,0.08,4.838,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_196,196,float64,1560,7,0.004467134652201659,867,1560,8.68848717948718,15.720926221143502,6.78,2.73,5.04,9.555,22.701900000000048,1.75,396.11,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_197,197,float64,1561,6,0.0038289725590299937,898,1561,20.092709801409352,10.552161573356331,19.37,11.764000000000001,17.13,21.46,30.994000000000007,9.22,252.87,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_198,198,float64,1561,6,0.0038289725590299937,773,1561,0.5573587443946189,0.5377051946449523,0.424,0.1542,0.296,0.726,1.563400000000002,0.09,10.017,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_199,199,float64,1561,6,0.0038289725590299937,920,1561,11.532056374119154,16.44555600285298,8.57,3.73,6.74,11.46,37.23400000000001,2.77,390.12,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_200,200,float64,1560,7,0.004467134652201659,1008,1560,17.60019230769231,8.690718499196093,17.235,7.0584999999999996,14.155000000000001,20.1625,29.078700000000005,3.21,199.62,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_201,201,float64,1560,7,0.004467134652201659,861,1560,7.839358974358974,5.1044949288971635,6.76,2.7136,5.02,9.49,20.535100000000007,0.0,126.53,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_202,202,float64,1560,7,0.004467134652201659,1470,1560,10.170463333333334,14.622904409729585,8.462,3.52305,6.094,11.953,24.84379000000006,0.0,490.561,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_203,203,float64,1561,6,0.0038289725590299937,1501,1561,30.073142729019857,17.461797918207267,30.097,15.1122,24.653,33.506,42.161200000000036,7.728,500.349,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_204,204,float64,1561,6,0.0038289725590299937,1210,1561,32.21816886611147,565.1012386167343,0.1582,0.05836,0.1143,0.2307,0.7420800000000017,0.0429,9998.4483,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_205,205,float64,1561,6,0.0038289725590299937,841,1561,9.050121716848174,11.541082734748231,7.74,3.286,6.04,9.94,21.868000000000013,2.3,320.05,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_206,206,float64,1561,6,0.0038289725590299937,2,1561,0.0012812299807815502,0.05062074635525538,0.0,0.0,0.0,0.0,0.0,0.0,2.0,not_constant,not_all_missing,near_constant,no_infinite,near_constant,near_constant
process_feature_207,207,float64,1561,6,0.0038289725590299937,1046,1561,20.376175528507368,17.497556438702528,19.72,8.25,16.35,22.37,31.960000000000033,4.01,457.65,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_208,208,float64,1561,6,0.0038289725590299937,1549,1561,73.26431646380526,28.067142840732725,73.248,13.9044,56.158,90.515,148.13320000000002,5.359,172.349,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_209,209,float64,1561,6,0.0038289725590299937,2,1561,0.02956438180653427,1.1680737221475166,0.0,0.0,0.0,0.0,0.0,0.0,46.15,not_constant,not_all_missing,near_constant,no_infinite,near_constant,near_constant
process_feature_210,210,float64,1543,24,0.015315890236119975,798,1543,0.08886578094620869,0.04206453963808064,0.0797,0.040752,0.0656,0.09945000000000001,0.25361399999999973,0.0319,0.5164,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_211,211,float64,1543,24,0.015315890236119975,653,1543,0.0567549578742709,0.02500514369357546,0.0532,0.016836,0.0438,0.0642,0.14883799999999991,0.0022,0.3227,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_212,212,float64,1543,24,0.015315890236119975,681,1543,0.05143208036292936,0.031577643814254805,0.0416,0.017026,0.0325,0.06245,0.15334799999999996,0.0071,0.5941,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_213,213,float64,1543,24,0.015315890236119975,810,1543,0.06034614387556708,0.05302956395031068,0.056,0.008652,0.0364,0.0737,0.16065599999999977,0.0037,1.2837,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_214,214,float64,1543,24,0.015315890236119975,803,1543,0.08326843810758262,0.05645567199791888,0.0754,0.028342,0.0568,0.09355,0.3330639999999985,0.0193,0.7615,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_215,215,float64,1543,24,0.015315890236119975,823,1543,0.08107556707712249,0.030436821606720545,0.0825,0.019484,0.0632,0.0983,0.15310599999999996,0.0059,0.3429,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_216,216,float64,1543,24,0.015315890236119975,728,1543,0.08348353856124432,0.025764309384381366,0.0846,0.022746,0.06955,0.09755,0.1505799999999999,0.0097,0.2828,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_217,217,float64,1543,24,0.015315890236119975,836,1543,0.07163538561244329,0.04628346265847662,0.0617,0.015394000000000001,0.0458,0.08635000000000001,0.1928519999999997,0.0079,0.6744,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_218,218,float64,1566,1,0.0006381620931716656,1539,1566,3.771465389527459,1.1704360886275393,3.63075,1.661305,2.9461000000000004,4.40475,6.957959999999999,1.034,8.8015,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_219,219,float64,1555,12,0.007657945118059987,64,1555,0.0032540192926045017,0.0016461065915743328,0.003,0.0011,0.0023,0.0038,0.0105,0.0007,0.0163,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_220,220,float64,226,1341,0.8557753669432036,69,226,0.00921283185840708,0.0019890062148504874,0.00895,0.006225,0.0078,0.0103,0.013824999999999999,0.0057,0.024,not_constant,not_all_missing,not_near_constant,no_infinite,very_high_missing,very_high_missing
process_feature_221,221,float64,1567,0,0.0,408,1567,0.06071754945756223,0.02330522674165929,0.0609,0.0251,0.0402,0.0765,0.1196,0.02,0.2305,not_constant,not_all_missing,not_near_constant,no_infinite,complete,
process_feature_222,222,float64,1567,0,0.0,178,1567,0.0088211869814933,0.055936767099401666,0.0023,0.0005,0.0014,0.0055,0.06698999999999972,0.0003,0.9911,not_constant,not_all_missing,not_near_constant,no_infinite,complete,
process_feature_223,223,float64,1567,0,0.0,973,1567,122.84657102744097,55.15600267648893,119.436,54.6012,95.14735,144.5028,225.3136,32.2637,1768.8802,not_constant,not_all_missing,not_near_constant,no_infinite,complete,
process_feature_224,224,float64,1516,51,0.03254626675175495,720,1516,0.05937044854881267,0.071211244690426,0.0398,0.01533,0.029775,0.0613,0.3442749999999988,0.0093,1.4361,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_225,225,float64,1516,51,0.03254626675175495,1472,1516,1041.0565875989446,433.1700758034397,967.2998,382.0498,718.7253499999999,1261.2998,2421.2400149999967,168.7998,3601.2998,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_226,226,float64,1561,6,0.0038289725590299937,1,1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_227,227,float64,1565,2,0.0012763241863433313,329,1565,0.019125047923322685,0.010755712754397951,0.0165,0.008364,0.0132,0.0212,0.06692799999999978,0.0062,0.1541,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_228,228,float64,1565,2,0.0012763241863433313,292,1565,0.0178444089456869,0.01074487814635285,0.0155,0.0081,0.0126,0.02,0.05558399999999981,0.0072,0.2133,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_229,229,float64,1561,6,0.0038289725590299937,1,1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_230,230,float64,1561,6,0.0038289725590299937,1,1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_231,231,float64,1561,6,0.0038289725590299937,1,1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_232,232,float64,1561,6,0.0038289725590299937,1,1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_233,233,float64,1561,6,0.0038289725590299937,1,1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_234,234,float64,1561,6,0.0038289725590299937,1,1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_235,235,float64,1561,6,0.0038289725590299937,1,1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_236,236,float64,1561,6,0.0038289725590299937,1,1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_237,237,float64,1561,6,0.0038289725590299937,1,1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_238,238,float64,1565,2,0.0012763241863433313,93,1565,0.004791373801916933,0.0016979477507117176,0.0046,0.002,0.0037,0.0057,0.0092,0.0013,0.0244,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_239,239,float64,1565,2,0.0012763241863433313,80,1565,0.004574888178913738,0.0014414052325399062,0.0044,0.0021,0.0036,0.0053,0.00837199999999998,0.0014,0.0236,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
